name,faculty_name,lab_url,dept
先進原子核工学分野,松山 成男・高橋 信・阿部 清治・平岡 英治・遠藤 淳一・伊藤 慎・宍戸 博紀,https://www.qse.tohoku.ac.jp/lab/heme/,量子エネルギー工学専攻
材料照射工学分野,笠田 竜太・井上 耕治・吉田 健太・宋 鵬,https://www.qse.tohoku.ac.jp/lab/ientrm/,量子エネルギー工学専攻
原子力材料工学分野,笠田 竜太・近藤 創介・余 浩・荻野 靖之,http://web.tohoku.ac.jp/imr-numat/research/,量子エネルギー工学専攻
量子機能材料工学分野,秋山 英二・小山 元道・味戸 沙耶・柿沼 洋,https://www.qse.tohoku.ac.jp/lab/scer/,量子エネルギー工学専攻
アクチノイド物性工学分野,青木 大・三宅 厚志・本間 佳哉・李 徳新,https://actinide.imr.tohoku.ac.jp/styled/index.html,量子エネルギー工学専攻
放射化学分野,桐島 陽・秋山 大輔・横田 優貴,https://www2.tagen.tohoku.ac.jp/lab/kirishima/%e7%a0%94%e7%a9%b6%e6%a6%82%e8%a6%81/,量子エネルギー工学専攻
加速器保健物理工学分野,渡部 浩司・池田 隼人,https://www.qse.tohoku.ac.jp/lab/ahp/,量子エネルギー工学専攻
核放射線物理工学分野,寺川 貴樹・岩本 ちひろ,https://inst.cyric.tohoku.ac.jp/terakawa-lab/,量子エネルギー工学専攻
材料電子化学講座,武藤 泉・西本 昌史,https://www.material.tohoku.ac.jp/labs/mts/mutou.html,知能デバイス材料学専攻
極限材料物性学分野（ナノ材料物性学講座）,須藤 祐司・安藤 大輔・双 遠,https://www.material.tohoku.ac.jp/labs/mts/suto.html,知能デバイス材料学専攻
強度材料物性学分野（ナノ材料物性学講座）,吉見 享祐・関戸 信彰・金子 昌弘・畠山 浩二・ヤン シンユ,https://www.material.tohoku.ac.jp/labs/mts/yoshimi.html,知能デバイス材料学専攻
電光子情報材料学分野（情報デバイス材料学講座）,好田 誠・鈴木 真梓子・石原 淳・山本 壮太,https://www.material.tohoku.ac.jp/labs/mts/kohda.html,知能デバイス材料学専攻
先端マグネト材料学分野（情報デバイス材料学講座）,手束 展規・松浦 昌志,https://www.material.tohoku.ac.jp/labs/mts/tezuka.html,知能デバイス材料学専攻
エネルギー情報材料学分野（情報デバイス材料学講座）,高村 仁・石井 暁大,https://www.material.tohoku.ac.jp/labs/mts/takamura.html,知能デバイス材料学専攻
機能電子材料創製研究分野（物質機能創製学講座）,齊藤 雄太・金 美賢,https://www.material.tohoku.ac.jp/labs/mts/saito.html,知能デバイス材料学専攻
非平衡物質工学研究部門（ナノ構造物質工学講座）,加藤 秀実・和田 武・山田 類,http://www.imr.tohoku.ac.jp/ja/about/divisions-and-centers/research-division/18.html,知能デバイス材料学専攻
計算材料学研究部門（ナノ構造物質工学講座）,久保 百司・大谷 優介・福島 省吾,http://www.imr.tohoku.ac.jp/ja/about/divisions-and-centers/research-division/10.html,知能デバイス材料学専攻
光物質科学研究分野（ナノ構造物質工学講座）,才田 淳治,https://www.fris.tohoku.ac.jp/researcher/managing/saida.html,知能デバイス材料学専攻
磁性材料学研究部門（物質機能創製学講座）,関 剛斎・坂本 祥哉・山崎 匠・KUSHWAHA Varun Kumar,http://www.imr.tohoku.ac.jp/ja/about/divisions-and-centers/research-division/19.html,知能デバイス材料学専攻
量子ビーム計測研究分野（物質機能創製学講座）,百生 敦・關 義親,http://db.tagen.tohoku.ac.jp/php/forweb/outline.php?lang=ja&no=6013,知能デバイス材料学専攻
光物質科学研究分野（材料表面機能制御学講座）,小澤 祐市・田辺 綾乃・上杉 祐貴,https://db.tagen.tohoku.ac.jp/php/forweb/outline.php?lang=ja&no=1091,知能デバイス材料学専攻
原子・分子制御工学講座,松本 祐司・丸山 伸伍・神永 健一,http://www.che.tohoku.ac.jp/~atomol/,応用化学専攻
環境資源化学講座/エネルギー資源化学分野,冨重 圭一・中川 善直・藪下 瑞帆,http://www.che.tohoku.ac.jp/~erec/,応用化学専攻
環境資源化学講座/機能高分子化学分野,三ツ石 方也・朱 慧娥・柏崎 亜樹,http://www.che.tohoku.ac.jp/~poly/,応用化学専攻
分子システム化学講座/極限材料創製化学分野,滝澤 博胤・林 大和・福島 潤,http://www.che.tohoku.ac.jp/~aim/,応用化学専攻
分子システム化学講座/量子物理化学分野,浅井 圭介・藤本 裕・川本 弘樹,http://www.che.tohoku.ac.jp/~qpc/,応用化学専攻
環境保全化学分野,大井 秀一・田中 信也・北本 雄一,http://www.che.tohoku.ac.jp/~aporg/,応用化学専攻
ハイブリッド材料創製研究分野,芥川 智行,http://www.tagen.tohoku.ac.jp/labo/akutagawa/Homepage2010/index-j.html,応用化学専攻
光機能材料化学研究分野,中川 勝,http://www.tagen.tohoku.ac.jp/labo/nakagawa/index-j.html,応用化学専攻
高分子物理化学研究分野,陣内 浩司・宮田 智衆,http://www2.tagen.tohoku.ac.jp/lab/jinnai/,応用化学専攻
物質変換無機材料研究分野,加藤 英樹,http://www2.tagen.tohoku.ac.jp/lab/kato/,応用化学専攻
応用生命化学講座,高橋 征司,https://sites.google.com/view/takahashi-lab/,バイオ工学専攻
生体分子化学講座 / 生物電気化学分野,珠玖 仁・伊野 浩介・阿部 博弥,http://www.che.tohoku.ac.jp/~est/,バイオ工学専攻
生体分子化学講座 / 応用有機合成化学分野,服部 徹太郎・諸橋 直弥・北本 雄一,http://www.che.tohoku.ac.jp/~orgsynth/,バイオ工学専攻
生体機能化学講座 / 応用生物物理化学分野,魚住 信之・石丸 泰寛,http://www.che.tohoku.ac.jp/~biophy/,バイオ工学専攻
生体機能化学講座 / タンパク質工学分野,梅津 光央・中澤 光,http://www.che.tohoku.ac.jp/~prn/,バイオ工学専攻
多元物質科学研究所 / 有機・バイオナノ材料研究分野,笠井 均,http://www2.tagen.tohoku.ac.jp/lab/kasai/,バイオ工学専攻
グリーンクロステック研究センター / 生物資源工学分野,田丸 浩,https://www.ytamaru-kun.com/,バイオ工学専攻
プロセス解析工学講座,青木 秀之,http://www.che.tohoku.ac.jp/~tranpo/,化学工学専攻
プロセス要素工学講座 / 材料プロセス工学分野,長尾 大輔,http://www.che.tohoku.ac.jp/~mpe/,化学工学専攻
プロセス要素工学講座 / 反応プロセス工学分野,北川 尚美,https://www.rpel.che.tohoku.ac.jp/,化学工学専攻
プロセスシステム工学講座 / 物質制御プロセス工学分野,久保 正樹,http://www.che.tohoku.ac.jp/~pcel/indexJ.html,化学工学専攻
超臨界溶媒工学研究センター / 溶媒要素技術部,猪股 宏,https://www.emds.page/,化学工学専攻
超臨界溶媒工学研究センター / システム開発部,渡邉 賢,http://www.che.tohoku.ac.jp/~scw/,化学工学専攻
多元物質科学研究所 / ハイブリッド炭素ナノ材料研究分野,西原 洋知,https://www2.tagen.tohoku.ac.jp/lab/nishihara/html/index.html,化学工学専攻
多元物質科学研究所 / 超臨界ナノ工学研究分野,笘居 高明,https://tomai.fris.tohoku.ac.jp/,化学工学専攻
自然共生システム学講座 / 資源再生プロセス学分野,吉岡 敏明・齋藤 優子・熊谷 将吾・斯琴高娃・Patchiya PHANTHONG,https://www.che.tohoku.ac.jp/~env/index.html,先端環境創成学専攻
自然共生システム学講座 / 環境分析化学分野,壹岐 伸彦・唐島田 龍之介・澤村 暸太,https://ikilab.wixsite.com/site,先端環境創成学専攻
資源循環プロセス学講座 / 環境グリーンプロセス学分野,福島 康裕・大野 肇・八木原 晸輝,https://w3.tohoku.ac.jp/sis/,先端環境創成学専攻
多元物質科学研究所 / エネルギーデバイス化学研究分野,本間 格・大野 真之・Jan Fryderyk Huebner・宋 鵬,http://www2.tagen.tohoku.ac.jp/lab/honma/,先端環境創成学専攻
多元物質科学研究所 / 高分子ハイブリッドナノ材料研究分野,西堀 麻衣子・真木 祥千子・二宮 翔,http://www2.tagen.tohoku.ac.jp/lab/nishibori/,先端環境創成学専攻
多元物質科学研究所 / 環境無機材料化学研究分野,殷 澍・長谷川 拓哉・大川 采久・薛 羿貝,http://www2.tagen.tohoku.ac.jp/lab/yin/,先端環境創成学専攻
多元物質科学研究所 / ハイブリッドナノシステム研究分野,蟹江 澄志・松原 正樹・陶山 めぐみ・谷地 拓拓,http://www2.tagen.tohoku.ac.jp/lab/kanie/,先端環境創成学専攻
空間計画科学,井上亮・彭湛,https://www.is.tohoku.ac.jp/jp/laboratory/list_dept/c11.html,都市・建築学専攻
社会システム計画学,河野達仁・福本潤也,https://www.is.tohoku.ac.jp/jp/laboratory/list_dept/c12.html,都市・建築学専攻
交通制御学,赤松隆,http://www.is.tohoku.ac.jp/jp/laboratory/list_dept/c13.html,都市・建築学専攻
地域計画学・レジリエンス計画,奥村誠,http://strep.main.jp/,都市・建築学専攻
地域計画学・空間デザイン戦略,平野勝也,http://www.plan.civil.tohoku.ac.jp/hirano/,都市・建築学専攻
数理システム設計学,山川 優樹・辻 勲平,http://msd.civil.tohoku.ac.jp/,土木工学専攻
先進計算力学,寺田 賢二郎・松原 成志朗・飛彈野 壮真,http://www.cae.civil.tohoku.ac.jp/,土木工学専攻
インフラ材料工学,久田 真・宮本 慎太郎・髙橋 駿人,http://cm.civil.tohoku.ac.jp/,土木工学専攻
地圏・地盤工学,山田 正太郎・加村 晃良,https://sites.google.com/view/geotech-tohoku/,土木工学専攻
構造創成学,運上 茂樹・内藤 英樹・何 昕昊,http://design.civil.tohoku.ac.jp/,土木工学専攻
先端社会基盤学,大竹 雄・水谷 大二郎,https://yu-otake.tech/,土木工学専攻
計算安全工学,森口 周二・野村 怜佳,http://www.cae.civil.tohoku.ac.jp/,土木工学専攻
構造強度学,齊木 功,http://mechanics.civil.tohoku.ac.jp/,土木工学専攻
水環境システム学,風間 聡・平賀 優介・ジャクリーン ボグワ・ホセ アンジェロ アロセナ ホクソン,http://kaigan.civil.tohoku.ac.jp/kaigan/index.html,土木工学専攻
水環境情報学,有働 恵子・ジャナカ,http://potential1.civil.tohoku.ac.jp/,土木工学専攻
環境保全工学,李 玉友・久保田 健吾・覃 宇・陳 玉潔,http://epl1.civil.tohoku.ac.jp/index.html,土木工学専攻
環境水質工学,佐野 大輔・アマラシリ モハン・大石 若菜・バンダラ セワンディ,https://waterqualitytohoku.com/,土木工学専攻
環境生態工学,西村 修・坂巻 隆史・野村 宗弘,https://www.ecolab-tohoku.com/,土木工学専攻
津波工学,今村 文彦・サッパシー アナワット・佐藤 翔輔,https://www.tsunami.irides.tohoku.ac.jp/jp/,土木工学専攻
災害ジオインフォマティクス,越村 俊一・マスエリック・アドリアノ ブルーノ,https://regidirides.github.io/,土木工学専攻
エネルギーデバイス工学講座 / マイクロエネルギーデバイス,遠藤(恭)・室賀,https://web.tohoku.ac.jp/rf-mag/index.html,電気エネルギーシステム専攻
エネルギーデバイス工学講座 / グリーンパワーエレクトロニクス,遠藤(哲),http://www.ecei.tohoku.ac.jp/endohlab/,電気エネルギーシステム専攻
エネルギーデバイス工学講座 / ユビキタスエネルギー,薮上・桑波田・青木(英),http://www.ecei.tohoku.ac.jp/yab/,電気エネルギーシステム専攻
電気エネルギーシステム工学講座 / 応用電気エネルギーシステム,津田・長崎,https://www.ecei.tohoku.ac.jp/sclab/,電気エネルギーシステム専攻
電気エネルギーシステム工学講座 / エネルギー生成システム,高橋(和),https://sites.google.com/tohoku.ac.jp/pdp-lab,電気エネルギーシステム専攻
電気エネルギーシステム工学講座 / 電力ネットワークシステム,斎藤(浩),http://www.ecei.tohoku.ac.jp/saitoh/index.html,電気エネルギーシステム専攻
先端電力工学(東北電力)共同研究講座,山本(客員),http://www.ecei.tohoku.ac.jp/~moden/index.html,電気エネルギーシステム専攻
サイバーフィジカルシステム,杉田,https://web.tohoku.ac.jp/cps-cc/,電気エネルギーシステム専攻
生体電磁情報,石山・後藤,http://www.ishiyama.riec.tohoku.ac.jp/,電気エネルギーシステム専攻
実世界コンピューティング,石黒,http://www.cmplx.riec.tohoku.ac.jp/jp/,電気エネルギーシステム専攻
知的通信ネットワーク工学講座 / ヒューマンインターフェース,伊藤(彰)・能勢,http://www.spcom.ecei.tohoku.ac.jp/,通信工学専攻
通信システム工学講座 / 画像情報通信工学,大町・宮崎(智),http://www.iic.ecei.tohoku.ac.jp/,通信工学専攻
通信システム工学講座 / 通信情報計測学,松浦,http://www.ecei.tohoku.ac.jp/photonics/,通信工学専攻
通信システム工学講座 / 通信方式,西山,https://web.tohoku.ac.jp/cslab/,通信工学専攻
波動工学講座 / 電磁波工学,陳・今野・佐藤,http://www.chenq.ecei.tohoku.ac.jp/,通信工学専攻
波動工学講座 / 微小光学,吉田,https://web.tohoku.ac.jp/yoshida-lab/index.html,通信工学専攻
波動工学講座 / 音波物理工学,吉澤,http://www.ecei.tohoku.ac.jp/ume/,通信工学専攻
超高速光通信,廣岡・葛西,http://www.hikari.riec.tohoku.ac.jp/,通信工学専攻
先端ワイヤレス通信技術,末松,http://www.wit.riec.tohoku.ac.jp/,通信工学専攻
情報ストレージシステム,(本間)・グリーブズ,http://www.kiroku.riec.tohoku.ac.jp/,通信工学専攻
超ブロードバンド信号処理,(廣岡)・佐藤(昭)・林,https://www.riec.tohoku.ac.jp/ja/organization/section2/ultra-broad/,通信工学専攻
環境調和型セキュア情報システム,本間,http://www.ecsis.riec.tohoku.ac.jp/,通信工学専攻
新概念VLSIシステム,羽生・夏井・鬼沢,http://www.ngc.riec.tohoku.ac.jp/,通信工学専攻
超微細電子工学講座 / スピン材料電子工学,齊藤(伸)・小川,https://nanoele.ecei.tohoku.ac.jp/,電子工学専攻
物性工学講座 / プラズマ理工学,金子・佐々木,https://www.ecei.tohoku.ac.jp/plasma/,電子工学専攻
物性工学講座 / 固体電子工学,加藤(俊)・岡田,https://katotoshiaki-lab.com/,電子工学専攻
物性工学講座 / フォトニックデバイス工学,北村(恭),https://web.tohoku.ac.jp/photonic-device/,電子工学専攻
電子システム工学講座 / 画像電子工学,藤掛,http://www.ecei.tohoku.ac.jp/fujikake/index.htm,電子工学専攻
電子システム工学講座 / 電子機器工学,日暮,https://www.ecei.tohoku.ac.jp/higurashilab/index.html,電子工学専攻
電子システム工学講座 / 生体電子工学,吉信・宮本,http://www.bme.ecei.tohoku.ac.jp/,電子工学専攻
電子システム工学講座 / 未来エレクトロニクス基盤創製,黒田,https://felectronics.ecei.tohoku.ac.jp/,電子工学専攻
固体電子工学,(佐藤)・吹留,http://www.fukidome.riec.tohoku.ac.jp/,電子工学専攻
誘電ナノデバイス,山末・平永,http://www.d-nanodev.riec.tohoku.ac.jp/index-j.html,電子工学専攻
物性機能設計,白井・阿部(和),https://www.shirai.riec.tohoku.ac.jp/,電子工学専攻
スピントロニクス,深見・金井,http://www.spin.riec.tohoku.ac.jp/,電子工学専攻
ナノ集積デバイス・システム,佐藤(茂)・櫻庭・山本,http://www.sato.riec.tohoku.ac.jp/,電子工学専攻
光量子情報通信,松田(信),https://www.riec.tohoku.ac.jp/ja/organization/section2/quantum-optical/,電子工学専攻
量子デバイス,大塚,https://ja.qd.riec.tohoku.ac.jp/home,電子工学専攻
ナノ・バイオ融合分子デバイス,平野,http://www.riec.tohoku.ac.jp/~hir-lab/,電子工学専攻
次世代スピンエレクトロニクス材料工学,角田,https://www.ecei.tohoku.ac.jp/tsunoda/research.html,電子工学専攻
ナノ知能システム,島津,http://www.fris.tohoku.ac.jp/~shimatsu/,電子工学専攻
ナノスピンメモリ,池田,http://www.spin.riec.tohoku.ac.jp/index.html,電子工学専攻
神経電子医工学,渡邉,http://www.ecei.tohoku.ac.jp/fes/,電子工学専攻
腫瘍医工学,小玉,https://web.tohoku.ac.jp/kodama/,電子工学専攻
医用イメージング,西條・荒川,http://www.ecei.tohoku.ac.jp/imaging/,電子工学専攻
病態ナノシステム医工学,神崎,http://www.ecei.tohoku.ac.jp/kanzaki/,電子工学専攻
ソーシャルシステムデザイン講座 / 先端エネルギーシステム,中村,http://www.ecei.tohoku.ac.jp/nakamura/,技術社会システム専攻
ソーシャルシステムデザイン講座 / 情報感性工学分野,石鍋 隆宏,https://www.ecei.tohoku.ac.jp/ecei_web/org/gse/,技術社会システム専攻
機能システム学講座 / 微小機械構成学分野,小野・トアン,https://www.nme.mech.tohoku.ac.jp/,機械機能創成専攻
機能システム学講座 / 微小機械構成学分野,戸田,https://www.nme.mech.tohoku.ac.jp/,機械機能創成専攻
機能システム学講座 / ナノ界面制御工学分野,足立・厨川,http://www.tribo.mech.tohoku.ac.jp/index.html,機械機能創成専攻
機能システム学講座 / ナノ界面制御工学分野,村島,http://www.tribo.mech.tohoku.ac.jp/index.html,機械機能創成専攻
エネルギー学講座 / 新エネルギー変換工学分野,清水,https://www.renewable.energy.mech.tohoku.ac.jp/,機械機能創成専攻
エネルギー学講座 / 流体エネルギー工学分野,茂田・杉本,http://www.fluid.mech.tohoku.ac.jp/,機械機能創成専攻
エネルギー学講座 / 流体エネルギー工学分野,宗岡,http://www.fluid.mech.tohoku.ac.jp/,機械機能創成専攻
エネルギー学講座 / 熱制御工学分野,琵琶・楠戸,http://www.amsd.mech.tohoku.ac.jp/,機械機能創成専攻
エネルギー学講座 / 熱制御工学分野,庄司,http://www.amsd.mech.tohoku.ac.jp/,機械機能創成専攻
医工学研究科連携講座 / 医用ナノシステム学分野,田中(徹),http://www.lbc.mech.tohoku.ac.jp/,機械機能創成専攻
医工学研究科連携講座 / ホリスティック集積工学分野,福島,https://fukushima.mech.tohoku.ac.jp/,機械機能創成専攻
（協力講座）先端材料強度科学研究センター / 表面・界面制御強度信頼性科学研究分野,小川・齋藤・何,http://www.ogawa.rift.mech.tohoku.ac.jp/,機械機能創成専攻
（協力講座）先端材料強度科学研究センター / 表面・界面制御強度信頼性科学研究分野,市川,http://www.ogawa.rift.mech.tohoku.ac.jp/,機械機能創成専攻
（協力講座）先端材料強度科学研究センター / エネルギー循環システム研究分野,佐藤(一),https://web.tohoku.ac.jp/ecslab/,機械機能創成専攻
（協力講座）グリーンクロステック研究センター / マニュファクチャリングプロセス分野,水谷・久慈,https://mmlab.mech.tohoku.ac.jp/,機械機能創成専攻
（協力講座）流体科学研究所 / 電磁機能流動研究分野,高奈・金子,http://www.ifs.tohoku.ac.jp/takana/japanese.html,機械機能創成専攻
（協力講座）流体科学研究所 / 自然構造デザイン研究分野,鈴木(杏),https://www.desfelab.com/,機械機能創成専攻
（協力講座）流体科学研究所 / 伝熱制御研究分野,小宮・神田,http://www.ifs.tohoku.ac.jp/komiya/index.html,機械機能創成専攻
（協力講座）流体科学研究所 / 先進流体機械システム研究分野,伊賀,http://www.ifs.tohoku.ac.jp/cfs/,機械機能創成専攻
（協力講座）流体科学研究所 / 先進流体機械システム研究分野,岡島,http://www.ifs.tohoku.ac.jp/cfs/,機械機能創成専攻
（協力講座）流体科学研究所 / エネルギー動態研究分野,丸田・森井,http://www.ifs.tohoku.ac.jp/enerdyn/,機械機能創成専攻
（協力講座）流体科学研究所 / 流動システム評価研究分野,内一,http://www.ifs.tohoku.ac.jp/msel/index.html,機械機能創成専攻
（協力講座）流体科学研究所 / 生体ナノ反応流研究分野,佐藤(岳)・LIU,http://www.ifs.tohoku.ac.jp/bionano/,機械機能創成専攻
（協力講座）多元物質科学研究所 / 固体イオニクス・デバイス研究分野,雨澤・川合,https://www2.tagen.tohoku.ac.jp/lab/amezawa/html/index-j.html,機械機能創成専攻
（協力講座）多元物質科学研究所 / 固体イオニクス・デバイス研究分野,木村,https://www2.tagen.tohoku.ac.jp/lab/amezawa/html/index-j.html,機械機能創成専攻
材料メカニクス講座 / 知的計測評価学分野,祖山・中居,https://web.tohoku.ac.jp/ism/,ファインメカニクス専攻
材料メカニクス講座 / 機械材料設計学分野,青柳,https://web.tohoku.ac.jp/aoyagi/,ファインメカニクス専攻
ナノメカニクス講座 / ソフトメカニクス分野,山口(健)・石﨏,https://web.tohoku.ac.jp/yamaguchi/,ファインメカニクス専攻
ナノメカニクス講座 / ソフトメカニクス分野,西,https://web.tohoku.ac.jp/yamaguchi/,ファインメカニクス専攻
ナノメカニクス講座 / 精密ナノ計測学分野,高・佐藤(遼),https://web.tohoku.ac.jp/nanometrology/,ファインメカニクス専攻
ナノメカニクス講座 / 精密ナノ計測学分野,松隈,https://web.tohoku.ac.jp/nanometrology/,ファインメカニクス専攻
ナノメカニクス講座 / 材料システム評価学分野,燈明・木村,https://web.tohoku.ac.jp/tohmyoh/index.html,ファインメカニクス専攻
ナノメカニクス講座 / 材料システム評価学分野,白須,https://web.tohoku.ac.jp/tohmyoh/index.html,ファインメカニクス専攻
バイオメカニクス講座 / バイオデバイス工学分野,西澤・鳥取・大﨑,http://www.biomems.mech.tohoku.ac.jp/index_j.html,ファインメカニクス専攻
バイオメカニクス講座 / 生体流体力学分野,石川,http://www.bfsl.mech.tohoku.ac.jp/index_jp.html,ファインメカニクス専攻
バイオメカニクス講座 / 生体流体力学分野,菊地,http://www.bfsl.mech.tohoku.ac.jp/index_jp.html,ファインメカニクス専攻
バイオメカニクス講座 / 生体流体力学分野,大森,http://www.bfsl.mech.tohoku.ac.jp/index_jp.html,ファインメカニクス専攻
（協力講座）流体科学研究所 / 分子熱流動研究分野,小原,http://www.ifs.tohoku.ac.jp/mht/,ファインメカニクス専攻
（協力講座）流体科学研究所 / 分子熱流動研究分野,SURBLYS,http://www.ifs.tohoku.ac.jp/mht/,ファインメカニクス専攻
（協力講座）流体科学研究所 / 分子複合系流動研究分野,菊川,http://www.ifs.tohoku.ac.jp/mcf/,ファインメカニクス専攻
（協力講座）流体科学研究所 / 量子ナノ流動システム研究分野,徳増,http://www.ifs.tohoku.ac.jp/nanoint/jpn/index.html,ファインメカニクス専攻
